Cat_0,Cat_1,Cat_10,Cat_11,Cat_12,Cat_13,Cat_14,Cat_15,Cat_16,Cat_17,Cat_18,Cat_19,Cat_2,Cat_20,Cat_21,Cat_22,Cat_23,Cat_24,Cat_25,Cat_26,Cat_27,Cat_28,Cat_29,Cat_3,Cat_30,Cat_31,Cat_32,Cat_33,Cat_4,Cat_5,Cat_6,Cat_7,Cat_8,Cat_9,Real_0,Real_1,Real_10,Real_11,Real_12,Real_13,Real_14,Real_15,Real_16,Real_17,Real_18,Real_19,Real_2,Real_20,Real_21,Real_22,Real_23,Real_24,Real_25,Real_26,Real_27,Real_28,Real_3,Real_4,Real_5,Real_6,Real_7,Real_8,Real_9,Target,Target
1,-1,11,13,1,2,2,0,1,3,2,0,3,0,1,4,3,6,1,0,4,3,2,3,-1,-1,-1,4,0,2,2,4,3,1,-1.5401999060012619,1.8056557320856534,0.20245499181669394,0.0,0.0,0.1889600602863602,0.0,0.6666666666666666,0.0,0.0,0.3,0.2856135401974612,0.7877400111509502,0.0,0.38049713193116635,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.5882352941176471,0.5555555555555556,0.42857142857142855,0.8,0.21279234585400425,0.0,0.015410958904109588,7.336285660021297,7.336285660021297
1,-1,11,13,1,4,2,2,3,0,2,0,3,0,1,4,2,6,1,0,4,3,2,3,-1,-1,-1,4,0,4,2,4,1,1,,0.34723713729447453,0.13878887070376433,0.0,0.0,0.09683496608892238,0.0,0.3333333333333333,0.0,0.0,0.2,0.29619181946403383,0.9932450096195038,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.75,0.5882352941176471,0.5555555555555556,0.42857142857142855,0.9,0.12136782423812899,0.0,0.06977739726027397,7.272398392570047,7.272398392570047
1,-1,8,10,2,4,1,3,3,3,5,0,3,4,1,4,1,6,5,2,1,0,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.41765685845506356,-0.5609356140406917,0.16448445171849427,0.0,0.0,0.12641296156744536,0.0,0.3333333333333333,0.0,0.0,0.3,0.47390691114245415,-0.07538098241697487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.75,0.0,0.3333333333333333,0.42857142857142855,0.08333333333333333,0.0,0.0,0.430222602739726,7.047517221357296,7.047517221357296
1,-1,11,13,2,4,2,2,3,3,2,0,0,0,1,4,3,6,3,0,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,,-0.5609356140406917,0.06284779050736497,0.31767554479418886,0.0,0.20648078372268275,0.0,0.6666666666666666,0.5,0.0,0.5,0.2820874471086037,0.8699420105383716,0.24725274725274726,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,1.0,0.35294117647058826,0.6666666666666666,0.42857142857142855,0.8333333333333334,0.04429482636428065,0.0,0.05736301369863014,7.495541943884256,7.495541943884256
1,-1,11,13,-1,4,2,0,1,1,2,0,3,0,1,4,0,6,1,0,4,3,2,3,-1,-1,-1,5,0,4,2,0,1,1,1.4666118284974834,,0.3397708674304419,0.0,0.0,0.3281838733986436,0.0,0.6666666666666666,0.5,0.0,0.5,0.5994358251057827,1.1165480087006359,0.2967032967032967,0.4378585086042065,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,1.0,0.42857142857142855,0.9333333333333333,0.24557051736357194,0.0,0.2953767123287671,8.444622498581403,8.444622498581403
1,-1,5,6,2,4,2,2,3,3,2,0,0,2,1,4,2,6,1,1,4,3,2,1,-1,-1,-1,4,0,4,2,4,1,1,-1.1793824978614125,-0.5609356140406917,0.2188216039279869,0.0,0.0,0.1889600602863602,0.0,0.6666666666666666,0.0,0.0,0.3,0.32581100141043723,0.5822350126823966,0.13186813186813187,0.0,0.22012578616352202,0.41277641277641275,0.0,0.0,0.0,0.8181818181818182,0.5,0.5882352941176471,0.7777777777777778,0.42857142857142855,0.7166666666666667,0.12987243090007086,0.0,0.2585616438356164,7.495541943884256,7.495541943884256
1,-1,11,13,2,4,2,2,3,2,2,0,3,0,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,0.18370548844468546,-0.5609356140406917,0.18216039279869067,0.4154963680387409,0.0,0.30840241145440844,0.0,0.6666666666666666,0.5,0.0,0.6,0.48589562764456984,1.0754470090069252,0.0,0.09177820267686425,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.75,0.23529411764705882,0.6666666666666666,0.42857142857142855,0.9166666666666666,0.06041814316087881,0.0,0.3304794520547945,7.835974581721566,7.835974581721566
1,-1,4,5,2,4,1,2,3,3,4,0,3,4,1,4,3,6,1,2,4,3,2,3,-1,-1,-1,4,0,4,2,4,1,1,-1.379836613494662,-0.5609356140406917,0.08772504091653027,0.27893462469733654,0.0,0.14657121326299924,0.0,0.3333333333333333,0.5,0.0,0.2,0.23695345557122707,-0.11648198211068558,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,1.0,0.8235294117647058,0.4444444444444444,0.14285714285714285,0.43333333333333335,0.022856130403968816,0.15739484396200815,0.07491438356164383,6.745236349484363,6.745236349484363
1,-1,5,6,2,4,3,-1,-1,-1,-1,0,3,4,1,4,3,6,4,2,4,3,2,3,-1,-1,-1,4,0,2,2,2,1,1,-0.01674862718856422,-0.5609356140406917,0.0,0.0,0.0,0.16767143933685003,0.0,0.6666666666666666,0.0,0.5,0.4,0.32581100141043723,-0.6918959778226356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.25,0.4117647058823529,0.3333333333333333,0.42857142857142855,0.2,0.0,0.0,0.0,6.925595197110468,6.925595197110468
1,-1,7,8,1,4,1,3,3,3,1,0,0,4,1,4,3,6,5,2,4,3,2,3,-1,2,-1,4,0,4,2,0,1,1,,-0.15492897226732327,0.16399345335515547,0.0,0.0,0.12584777694046723,0.0,0.3333333333333333,0.0,0.0,0.3,0.6361071932299013,-0.23978498119181774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.75,0.0,0.4444444444444444,0.5714285714285714,0.3333333333333333,0.1467044649184975,0.0,0.07448630136986302,7.3031700512368,7.3031700512368
1,-1,11,13,3,4,2,2,3,3,5,0,3,0,1,4,2,0,5,2,4,3,2,3,-1,-1,-1,4,0,4,2,3,1,1,-1.8609264910144614,-0.29382598129505455,0.15875613747954173,0.35786924939467313,0.0,0.25904295403165034,0.0,0.6666666666666666,0.0,0.0,0.5,0.2679830747531735,1.0343460093132144,0.0,0.07648183556405354,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.8235294117647058,0.6666666666666666,0.42857142857142855,0.9,0.0,0.0,0.4152397260273973,7.226209010100671,7.226209010100671
1,-1,7,8,1,4,2,0,3,3,5,0,0,0,1,4,0,6,1,1,4,3,2,3,-1,-1,-1,5,0,4,2,4,3,1,-0.0969302734418641,1.3729381270377212,0.3058919803600655,0.0,0.0,0.2891861341371515,0.0,0.6666666666666666,0.0,0.0,0.4,0.43511988716502115,1.1576490083943467,0.28846153846153844,0.10325047801147227,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.5882352941176471,0.8888888888888888,0.42857142857142855,0.95,0.0,0.0,0.8000856164383562,8.064828281277743,8.064828281277743
1,-1,12,14,2,4,1,3,3,1,2,0,0,0,1,4,0,6,1,2,4,3,2,2,-1,-1,-1,5,0,4,2,0,0,4,-0.2172027428218139,-0.5609356140406917,0.23518821603927986,0.0,0.0,0.21458176337603618,0.0,0.3333333333333333,0.0,0.0,0.3,0.31875881523272215,-0.4452899796603713,0.0,0.09177820267686425,0.0,0.0,0.14634146341463414,0.0,0.0,0.45454545454545453,0.75,0.0,0.4444444444444444,0.8571428571428571,0.8833333333333333,0.23458540042523032,0.0,0.048373287671232876,7.265429723253953,7.265429723253953
1,0,7,8,2,4,1,3,3,3,1,0,3,4,1,0,3,6,1,2,4,3,2,0,-1,-1,-1,4,0,4,2,0,1,1,-0.41765685845506356,-0.5609356140406917,0.14942716857610475,0.2469733656174334,0.0,0.23059532780708364,0.0,0.3333333333333333,0.5,0.0,0.4,0.20310296191819463,-0.6918959778226356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.5,0.17647058823529413,0.4444444444444444,0.5714285714285714,0.0,0.10276399716513111,0.0,0.1425513698630137,7.24422751560335,7.24422751560335
1,-1,11,13,1,4,2,2,3,-1,5,0,0,0,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.2172027428218139,0.20834012826674322,0.15319148936170213,0.4067796610169492,0.0,0.27166541070082895,0.0,0.6666666666666666,0.5,0.0,0.5,0.3342736248236953,0.9521440099257931,0.1978021978021978,0.1835564053537285,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.23529411764705882,0.6666666666666666,0.42857142857142855,0.8666666666666667,0.0,0.0,0.4006849315068493,7.562681246721884,7.562681246721884
1,-1,4,5,2,4,1,2,3,0,2,0,3,0,1,4,0,6,-1,-1,-1,-1,2,3,-1,-1,-1,0,0,4,2,3,1,1,-1.9811989603944111,-0.5609356140406917,0.10310965630114566,0.0,0.0,0.05576488319517709,0.0,0.3333333333333333,0.0,0.0,0.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.9411764705882353,0.4444444444444444,0.7142857142857143,0.3333333333333333,0.0979801559177888,0.0,0.03296232876712329,6.824373670043086,6.824373670043086
1,-1,11,13,2,4,2,2,1,3,5,0,3,0,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,5,0,4,2,0,1,1,-0.2172027428218139,-0.5609356140406917,0.1260229132569558,0.3864406779661017,0.0,0.23398643556895252,0.0,0.6666666666666666,0.5,0.0,0.4,0.4330042313117066,1.1165480087006359,0.0,0.09560229445506692,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.23529411764705882,0.6666666666666666,0.42857142857142855,0.9333333333333333,0.0,0.0,0.3296232876712329,7.585788821732034,7.585788821732034
1,-1,11,13,2,4,0,3,3,3,5,0,3,0,1,4,2,6,5,2,1,0,0,3,-1,-1,-1,4,0,4,2,0,1,1,-0.7383834434682631,-0.5609356140406917,0.12569558101472994,0.0,0.0,0.08628485305199698,0.0,0.3333333333333333,0.0,0.0,0.3,0.1692524682651622,-2.253733966183643,0.4340659340659341,0.0,0.37735849056603776,0.0,0.0,0.0,0.0,0.36363636363636365,0.75,0.058823529411764705,0.4444444444444444,0.8571428571428571,0.9333333333333333,0.0,0.0,0.3287671232876712,6.9985096422506015,6.9985096422506015
1,-1,11,13,3,4,2,0,3,1,2,0,3,0,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,3,1,0.34406878095128524,1.2340411180099897,0.279050736497545,0.0,0.0,0.2607385079125848,0.0,0.6666666666666666,0.0,0.0,0.5,0.5825105782792666,1.1576490083943467,0.2857142857142857,0.0841300191204589,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.75,0.0,0.7777777777777778,0.42857142857142855,0.9666666666666667,0.22820694542877393,0.0,0.17851027397260275,7.996317231796746,7.996317231796746
1,-1,2,3,2,4,1,3,3,3,5,0,0,2,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,3,1,,-0.5609356140406917,0.24369885433715222,0.0,0.0,0.2175960813865863,0.0,0.6666666666666666,0.0,0.0,0.5,0.32581100141043723,-0.4452899796603713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.75,0.0,0.5555555555555556,0.7142857142857143,0.3,0.0,0.0,0.6374143835616438,7.526986776591914,7.526986776591914
1,-1,11,13,2,4,2,2,3,3,2,0,3,0,1,4,2,6,1,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,0.34406878095128524,-0.5609356140406917,0.15450081833060555,0.43389830508474575,0.0,0.28372268274302936,0.0,0.6666666666666666,0.5,0.0,0.4,0.4386459802538787,0.9110430102320823,0.0,0.08604206500956023,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.75,0.23529411764705882,0.6666666666666666,0.42857142857142855,0.85,0.11800141743444366,0.0,0.1190068493150685,7.7406644019172415,7.7406644019172415
1,-1,10,12,0,4,0,1,3,3,4,0,3,4,1,4,3,6,5,2,4,3,2,0,-1,2,-1,2,0,4,2,0,3,1,-0.8185650897215629,1.7629181908463514,0.14844517184942718,0.0,0.0,0.1501507159005275,0.0,0.3333333333333333,0.0,0.0,0.5,0.47390691114245415,0.664437012069818,0.0,0.13766730401529637,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.25,0.058823529411764705,0.3333333333333333,0.7142857142857143,0.8333333333333334,0.029766123316796598,0.0,0.3163527397260274,6.796499643421904,6.796499643421904
1,-1,11,13,3,4,2,0,3,0,0,0,0,0,1,4,2,6,1,0,4,3,2,2,-1,-1,-1,4,0,4,2,0,3,1,2.1481558216505325,-0.47546053156208784,0.25040916530278234,0.0,0.0,0.22532027128862095,0.0,0.6666666666666666,0.0,0.0,0.5,0.3032440056417489,1.0754470090069252,0.23076923076923078,0.06883365200764818,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.75,0.0,0.6666666666666666,0.42857142857142855,0.9166666666666666,0.2257264351523742,0.0,0.1095890410958904,7.8632667240095735,7.8632667240095735
1,-1,13,15,2,4,2,2,3,0,2,0,3,0,1,4,2,6,1,0,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.2973843890751138,-0.5609356140406917,0.11914893617021277,0.3525423728813559,0.0,0.21137905048982666,0.0,0.6666666666666666,0.5,0.0,0.5,0.28913963328631875,1.0754470090069252,0.04945054945054945,0.03441682600382409,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.5,0.23529411764705882,0.6666666666666666,0.42857142857142855,0.9166666666666666,0.11481218993621545,0.0,0.03424657534246575,7.5443321080536885,7.5443321080536885
1,-1,7,8,2,4,1,3,3,2,5,0,3,4,1,4,3,6,5,2,1,2,1,3,-1,2,-1,4,0,4,2,0,1,1,-0.41765685845506356,-0.5609356140406917,0.12356792144026187,0.36561743341404357,0.0,0.2215523737754333,0.0,0.3333333333333333,0.0,0.0,0.5,0.20874471086036672,-1.5961179710842714,0.16483516483516483,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.75,0.29411764705882354,0.3333333333333333,0.42857142857142855,0.0,0.0,0.0,0.3232020547945205,6.984716320118266,6.984716320118266
1,-1,7,8,2,2,1,3,3,3,0,0,3,0,1,4,3,6,5,2,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.01674862718856422,-0.5609356140406917,0.1414075286415712,0.0,0.0,0.0998492840994725,0.0,0.3333333333333333,0.0,0.0,0.3,0.32651622002820874,0.6233360123761073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.75,0.0,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.03384124734231042,0.0,0.2880993150684932,7.126890808898808,7.126890808898808
1,-1,7,8,2,2,1,3,3,3,4,0,3,4,1,4,3,6,1,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.01674862718856422,-0.5609356140406917,0.21505728314238953,0.0,0.0,0.18462697814619441,0.0,0.3333333333333333,0.0,0.0,0.3,0.2073342736248237,-0.8974009762911892,0.3434065934065934,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,1.0,0.0,0.4444444444444444,0.5714285714285714,0.11666666666666667,0.16335931963146705,0.0,0.1678082191780822,7.27931883541462,7.27931883541462
1,-1,11,13,2,4,2,2,3,3,5,0,0,2,1,4,3,6,1,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.45774768158171353,-0.5609356140406917,0.13076923076923078,0.3738498789346247,0.0,0.2330444611906556,0.0,0.6666666666666666,0.5,0.0,0.5,0.2679830747531735,0.5822350126823966,0.0,0.07648183556405354,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.75,0.23529411764705882,0.5555555555555556,0.7142857142857143,0.7333333333333333,0.0,0.0,0.3420376712328767,7.484368643286131,7.484368643286131
1,-1,7,14,2,4,1,1,3,3,5,0,3,2,1,0,3,6,-1,-1,-1,-1,1,3,-1,2,-1,4,0,4,2,0,1,1,-0.13702109656851402,-0.5609356140406917,0.13027823240589198,0.0,0.0,0.08703843255463452,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,,0.45054945054945056,0.0,0.5157232704402516,0.0,0.0,0.0,0.0,0.36363636363636365,0.5,0.058823529411764705,0.4444444444444444,0.7142857142857143,0.0,0.0,0.0,0.3407534246575342,6.745236349484363,6.745236349484363
1,-1,12,14,1,4,0,2,3,3,0,0,3,0,1,4,2,6,5,2,4,3,2,3,-1,2,-1,4,0,0,2,0,1,1,-0.41765685845506356,0.7852969349973195,0.11963993453355155,0.3811138014527845,0.0,0.2701582516955539,0.0,0.3333333333333333,0.5,0.0,0.5,0.1692524682651622,-1.637218970777982,0.0,0.0,0.8301886792452831,0.0,0.0,0.0,0.0,0.45454545454545453,0.25,0.17647058823529413,0.4444444444444444,0.7142857142857143,0.0,0.10081502480510277,0.0,0.06934931506849315,7.4673710669175595,7.4673710669175595
1,1,2,14,2,4,0,3,3,3,3,0,3,4,1,4,2,6,5,2,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.8185650897215629,-0.5609356140406917,0.16792144026186578,0.3220338983050847,0.0,0.25565184626978144,0.0,0.6666666666666666,0.0,0.0,0.4,0.21720733427362482,-2.253733966183643,0.0,0.0,0.7610062893081762,0.0,0.0,0.0,0.0,0.36363636363636365,1.0,0.17647058823529413,0.4444444444444444,0.5714285714285714,0.0,0.03862508858965273,0.0,0.3458904109589041,7.146772179452637,7.146772179452637
1,-1,11,13,2,4,2,3,3,3,0,0,3,4,1,4,3,6,1,2,4,3,2,3,-1,1,-1,0,0,0,2,0,1,1,-0.01674862718856422,-0.5609356140406917,0.1463175122749591,0.0,0.0,0.10550113036925396,0.0,0.3333333333333333,0.0,0.0,0.3,0.38928067700987307,-0.1575829818043963,0.3516483516483517,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.4444444444444444,0.7142857142857143,0.36666666666666664,0.15839829907866762,0.0,0.0,7.312553498102598,7.312553498102598
1,-1,11,13,2,4,2,2,3,0,5,0,1,0,1,4,2,6,3,0,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,2.0679741753972327,-0.5609356140406917,0.11194762684124386,0.4242130750605327,0.0,0.2309721175584024,0.0,0.6666666666666666,0.5,0.0,0.4,0.2820874471086037,1.0754470090069252,0.13736263736263737,0.07265774378585087,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.75,0.23529411764705882,0.5555555555555556,0.42857142857142855,0.9166666666666666,0.0,0.0,0.2928082191780822,7.461640392208575,7.461640392208575
1,-1,11,13,2,2,0,3,3,3,1,0,3,2,1,4,2,6,5,2,4,3,0,3,-1,2,-1,4,0,4,2,0,1,1,-1.2194733209880624,-0.5609356140406917,0.13027823240589198,0.17336561743341405,0.0,0.1544837980406933,0.0,0.3333333333333333,0.0,0.0,0.5,0.1692524682651622,-2.335935965571064,0.0,0.1835564053537285,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,1.0,0.17647058823529413,0.3333333333333333,0.8571428571428571,0.95,0.13022678951098512,0.0,0.026113013698630137,7.134890851565884,7.134890851565884
1,-1,7,8,1,2,1,2,3,3,2,0,0,4,1,4,2,6,1,0,4,3,2,3,-1,0,-1,4,0,4,2,0,1,1,0.30397795782463527,0.5609248434909843,0.23273322422258594,0.0,0.0,0.20497362471740768,0.0,0.6666666666666666,0.0,0.0,0.5,0.40620592383638926,0.089023016357868,0.3791208791208791,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.5,0.0,0.5555555555555556,0.5714285714285714,0.5166666666666667,0.1041814316087881,0.1546811397557666,0.2594178082191781,7.470224135899966,7.470224135899966
1,-1,4,5,3,4,2,2,3,0,5,0,3,0,1,4,2,6,1,0,4,3,2,3,-1,-1,-1,5,0,4,2,0,1,1,0.2237963115713354,0.18697135764709225,0.2448445171849427,0.0,0.0,0.21891484551620197,0.0,0.6666666666666666,0.0,0.0,0.5,0.3342736248236953,1.1576490083943467,0.23076923076923078,0.248565965583174,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.25,0.0,0.7777777777777778,0.42857142857142855,0.95,0.0,0.0,0.6404109589041096,7.718685495198466,7.718685495198466
1,-1,11,13,2,4,1,3,3,1,3,0,3,2,1,4,3,6,5,2,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.01674862718856422,-0.5609356140406917,0.1332242225859247,0.0,0.0,0.10908063300678221,0.0,0.3333333333333333,0.0,0.0,0.4,0.1692524682651622,0.45893201360126445,0.0,0.0,0.7924528301886793,0.0,0.0,0.0,0.0,0.36363636363636365,0.25,0.38235294117647056,0.5555555555555556,0.42857142857142855,0.26666666666666666,0.03313253012048193,0.4253731343283582,0.0,7.162397497355718,7.162397497355718
1,-1,11,13,1,4,1,3,3,0,0,0,3,4,1,4,3,6,1,1,4,3,2,3,-1,1,-1,4,0,4,2,0,1,1,0.5846137197111848,5.03234009565295,0.16759410801963995,0.0,0.0,0.14167294649585532,0.0,0.3333333333333333,0.0,0.0,0.4,0.34132581100141046,-0.5274919790477928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.35294117647058826,0.4444444444444444,0.42857142857142855,0.26666666666666666,0.09142452161587526,0.08683853459972862,0.16267123287671234,7.377446359389572,7.377446359389572
1,-1,8,10,1,4,1,2,3,3,0,0,0,4,1,4,3,6,1,1,4,3,2,3,-1,-1,-1,0,0,4,2,0,1,1,0.464341250331235,0.5395560728713332,0.20801963993453354,0.0,0.0,0.23869630746043707,0.0,0.6666666666666666,0.0,0.0,0.5,0.33709449929478136,-0.03427998272326415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.75,0.0,0.6666666666666666,0.42857142857142855,0.4666666666666667,0.12473423104181432,0.0,0.24272260273972604,7.358830898342354,7.358830898342354
1,-1,5,6,1,4,1,3,3,3,1,0,3,4,1,4,3,6,1,2,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,0.5846137197111848,0.37929029322395097,0.12569558101472994,0.387409200968523,0.0,0.31122833458929916,0.0,0.6666666666666666,0.5,0.0,0.5,0.3427362482369535,-0.5685929787415035,0.0,0.08030592734225621,0.0,0.0,0.4609756097560976,0.0,0.0,0.8181818181818182,0.75,0.23529411764705882,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.08043940467753366,0.0,0.1344178082191781,7.6255950721324535,7.6255950721324535
1,-1,5,6,1,4,1,3,3,3,5,0,3,4,1,4,3,6,1,2,4,3,2,3,-1,-1,-1,4,0,4,2,0,3,1,0.38415960407793515,0.336552751984649,0.1905073649754501,0.0,0.0,0.15636774679728713,0.0,0.3333333333333333,0.5,0.0,0.4,0.3723554301833568,-0.4041889799666606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.6666666666666666,0.42857142857142855,0.31666666666666665,0.0,0.0,0.4982876712328767,7.24422751560335,7.24422751560335
1,-1,11,13,2,4,2,2,3,3,5,0,0,0,1,4,2,6,3,1,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,,-0.5609356140406917,0.16530278232405893,0.6087167070217918,0.0,0.3641672946495855,0.0,0.6666666666666666,0.5,0.0,0.6,0.2750352609308886,0.9521440099257931,0.16483516483516483,0.08795411089866156,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.23529411764705882,0.5555555555555556,0.42857142857142855,0.8666666666666667,0.0,0.0,0.4323630136986301,7.600902459542082,7.600902459542082
1,-1,12,14,1,2,1,2,3,2,0,0,3,4,1,4,2,6,2,2,4,3,2,0,-1,2,-1,0,0,0,2,0,3,1,,0.4220278344632529,0.2960720130932897,0.0,0.0,0.3626601356443105,0.0,0.6666666666666666,0.0,0.0,0.5,0.31734837799717913,-1.061804975066032,0.22802197802197802,0.2294455066921606,0.6037735849056604,0.0,0.0,0.0,0.0,0.8181818181818182,0.25,0.0,0.5555555555555556,0.42857142857142855,0.05,0.006201275690999292,0.5895522388059702,0.3874143835616438,7.682482446534506,7.682482446534506
1,-1,7,8,2,2,1,3,3,3,3,0,0,4,1,4,3,6,5,1,4,3,2,1,-1,2,-1,4,0,4,6,0,1,1,-0.8586559128482129,-0.5609356140406917,0.13502454991816695,0.0,0.0,0.0925018839487566,0.0,0.3333333333333333,0.0,0.0,0.2,0.5077574047954866,-0.6507949781289248,0.19230769230769232,0.09560229445506692,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.5,0.0,0.4444444444444444,0.7142857142857143,0.75,0.031892274982282066,0.43758480325644505,0.0,7.1308988302963465,7.1308988302963465
1,-1,5,10,1,4,1,3,3,3,1,0,0,4,1,4,3,6,1,0,4,3,2,0,-1,2,-1,4,0,0,2,0,3,1,0.18370548844468546,0.18697135764709225,0.11292962356792144,0.3525423728813559,0.0,0.2057272042200452,0.0,0.3333333333333333,0.5,0.0,0.4,0.31029619181946405,-0.07538098241697487,0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.75,0.23529411764705882,0.5555555555555556,0.5714285714285714,0.45,0.09479092841956059,0.0,0.0663527397260274,7.374629015218945,7.374629015218945
1,-1,11,10,3,4,1,2,0,3,0,0,0,4,1,4,3,3,1,0,4,3,2,3,-1,-1,-1,4,0,4,2,0,1,1,-0.9388375591015128,0.14423381640779032,0.26284779050736495,0.0,0.0,0.2481160512434062,0.0,0.6666666666666666,0.0,0.0,0.5,0.43441466854724964,0.29452801482642155,0.26373626373626374,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.5,0.0,0.5555555555555556,0.42857142857142855,0.6,0.2476966690290574,0.14111261872455902,0.0,7.517520850603031,7.517520850603031
1,-1,12,14,2,4,0,3,3,3,5,2,3,1,0,4,3,6,5,2,3,2,2,3,-1,2,-1,4,0,4,2,0,1,1,-0.6181109740883133,-0.5609356140406917,0.12569558101472994,0.0,0.0,0.08571966842501884,0.0,0.3333333333333333,0.0,0.0,0.3,0.14104372355430184,-2.171531966796221,0.0,0.0,0.3522012578616352,0.0,0.0,0.0,0.0,0.45454545454545453,0.25,0.14705882352941177,0.4444444444444444,0.42857142857142855,0.0,0.0,0.0,0.3287671232876712,6.872128101338986,6.872128101338986
1,-1,7,8,1,4,1,3,3,3,3,0,3,4,1,4,3,6,5,2,4,3,2,3,-1,-1,-1,4,0,4,2,2,1,1,0.8251586584710845,1.4049912829671978,0.20425531914893616,0.6276029055690072,0.0,0.43330821401657876,0.5,0.6666666666666666,1.0,0.5,1.0,0.6826516220028209,-0.4041889799666606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.75,0.4117647058823529,0.4444444444444444,0.42857142857142855,0.31666666666666665,0.0885896527285613,0.0,0.3202054794520548,7.600902459542082,7.600902459542082
1,-1,7,8,2,4,0,3,3,3,5,0,3,0,1,4,3,6,5,2,4,3,2,3,-1,-1,-1,3,0,4,2,0,1,1,-0.7383834434682631,-0.5609356140406917,0.17054009819967267,0.2585956416464891,0.0,0.23398643556895252,0.0,0.3333333333333333,0.0,0.0,0.6,0.15867418899858957,-2.0893299674088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.17647058823529413,0.4444444444444444,0.5714285714285714,0.0,0.0,0.0,0.4460616438356164,7.306531398939505,7.306531398939505
